#2.2	-326.5354014724
#2.4	-327.0060134060
#2.6	-327.268911898
#2.8	-327.4017023597
3	-327.4533953397
3.1	-327.4591992862
3.14	-327.4587608247
3.15	-327.4584364387
3.16	-327.4580309944
3.2	-327.4556417263
#3.4 	-327.4292535363
#3.6	-327.3881085090
#3.8	-327.3427778423
